count,city,installation_date
46,KERMAN,2014
7,PALOS VERDES PENINSULA,2016
30,Alpine,2009
1,Los Altos Hills,2017
1,Surfside,2009
2,Camino,2010
1,Forest Ranch,2012
97,Glendora,2016
1,Mendota,2010
6,Yuba City,2016
11,Foothill Ranch,2011
18,FIREBAUGH,2014
1,NORTH EDWARDS,2015
42,Vacaville,2015
3,PAYNES CREEK,2018
1,SURFSIDE,2014
4,Descanso,2010
394,LAKE ELSINORE,2016
8,Winters,2004
23,Oxnard,2009
12,San Leandro,2007
3,BROWNSVILLE,2018
1,Whitewater,2019
44,Greenfield,2011
11,SOMIS,2015
26,Ojai,2010
171,Thousand Oaks,2014
3,THOUSAND OAKS,2002
2,Calistoga,2015
3,Daly City,2018
3,San Juan Bautista,2012
22,Grand Terrace,2013
140,Santa Rosa,2008
57,Saratoga,2008
1,Pike,2004
62,Covina,2012
35,Spring Valley,2011
33,Apple Valley,2009
103,Nipomo,2014
40,RANCHO LA COSTA,2014
42,Malibu,2013
3,VINA,2018
1,Inyokern,2006
43,ROSEVILLE,2015
2,Lemon Grove,2017
79,Chino Hills,2012
1,Millbrae,2005
4,Bell Gardens,2016
335,Corona,2012
1,TEMPLETON,2002
16,Claremont,2007
6,Grass Valley,2001
3,Cudahy,2017
5,Westminster,2018
685,FAIRFIELD,2016
423,Lancaster,2012
4,Garden Valley,2007
1,RIO OSO,2013
7,MANHATTAN BEACH,2012
2,MARICOPA,2017
5,Sausalito,2012
1,FRENCH GULCH,2018
3,JACUMBA,2015
9,Redwood City,2015
5,Paramount,2014
46,Valley Center,2010
1,Winton,2017
1,ELK CREEK,2019
7,Torrance,2015
16,Arcata,2010
4,Maxwell,2013
402,HANFORD,2015
6,SANTA BARBARA,2004
1,Culver City,2018
14,Woodland,2005
3,Rio Vista,2008
6,VINA,2016
12,Windsor,2016
24,Coto de Caza,2012
60,ACTON,2015
3,Palm Springs,2001
38,MCKINLEYVILLE,2017
114,Hanford,2012
2,Farmington,2010
3,Coronado,2004
6,La Canada Flintridge,2014
7,Point Arena,2012
8,Camarillo,2004
1,Whiskeytown,2002
41,Thousand Oaks,2009
1,Summerland,2016
203,UPLAND,2018
2,Lamont,2016
23,Agoura Hills,2016
1,MONTGOMERY CREEK,2014
2,PAICINES,2017
9,WALNUT GROVE,2019
35,Newport Beach,2017
162,Santa Cruz,2013
2,OXNARD,2008
32,Camarillo,2008
7,San Jose,2000
37,KING CITY,2014
32,Daly City,2013
1,San Fernando,2018
89,Tulare,2014
5,Goshen,2016
1,Baldwin Park,2009
4,Bayside,2008
4,Byron,2014
10,Newport Beach,2008
1,TEHACHAPI,2011
47,SAN ANSELMO,2018
19,CAMBRIA,2018
65,CLOVERDALE,2016
4,LAYTONVILLE,2018
1,SANTA MONICA,2001
1,Squaw Valley,2002
2,ARNOLD,2018
6,Kenwood,2007
24,Murrieta,2007
3,YERMO,2017
153,Vacaville,2013
5,Orosi,2013
42,Lafayette,2007
80,NORWALK,2019
4,Laguna Niguel,2017
217,BUENA PARK,2019
1,PHELAN,2012
1,YORKVILLE,2019
2,Santa Rosa,1999
1,Cornville,2009
1,Rimrock,2008
1,Cameron Park,2001
1,Peoria,2004
3,VALLEY CENTER,2003
1,Grand Terrace,2005
295,MARTINEZ,2019
73,TEMPLETON,2017
4,HIDDEN HILLS,2016
67,Camarillo,2011
2,MUIR BEACH,2016
4,FERNDALE,2014
9,INVERNESS,2019
101,NEWMAN,2018
103,WINTERS,2015
1,Elk,2005
14,IVANHOE,2017
1,Summit,2011
4,Pilot Hill,2012
56,MARIPOSA,2015
2,Boron,2017
1,Guerneville,2014
6,MOUNT AUKUM,2019
210,Moreno Valley,2017
6,PINEDALE,2018
22,GONZALES,2017
1,National City,2005
2,West covina,2017
38,Shingle Springs,2012
82,YUCCA VALLEY,2014
38,Newport Beach,2013
1,WHITETHORN,2018
54,Menlo Park,2013
1,Oceanside,2018
1,CAMINO,2006
1,Goodyear,2005
2,Tollhouse,2005
39,Los Altos Hills,2009
4,TRANQUILLITY,2016
138,WINDSOR,2015
55,SAN YSIDRO,2017
3,San Miguel,2017
4,Oak View,2011
4,Lakewood,2005
3,Cardiff,2005
1,Santa Rosa,2017
2,Hawthorne,2007
2,Pleasanton,2001
1,Caliente,2013
2,Foothill Ranch,2006
7,SANTA FE SPRINGS,2011
9,El Dorado,2011
68,Morgan Hill,2018
3,Foresthill,2006
9,Corcoran,2013
17,Rancho Santa Fe,2015
1,GLENNVILLE,2015
192,CANYON COUNTRY,2018
943,YUBA CITY,2015
7,Cypress,2015
2,Greenbrae,2003
2,Bodega,2003
1,Mendota,2008
2,ROYAL OAKS,2016
6,SAN MARCOS,2010
15,PALA,2014
1,HAWTHORNE,2008
27,Moraga,2011
3,LAKEVIEW,2018
13,Pasadena,2014
7,CABAZON,2019
140,NORWALK,2017
2,Cazadero,2013
23,Hillsborough,2009
1,Discovery Bay,2006
20,EL DORADO,2014
3,ARTOIS,2014
20,Menifee,2010
41,Lindsay,2017
1,Lomita,2004
3,RANCHITA,2019
2,Copperopolis,2002
23,GREENFIELD,2018
1,Laguna Beach,2002
24,MILLVILLE,2019
188,Concord,2013
7,Pleasant Grove,2012
1,PALO VERDE,2013
35,CULVER CITY,2014
3,Jamul,2005
90,DANA POINT,2018
22,Ramona,2008
7,CARSON,2012
180,WILDOMAR,2016
74,Vista,2015
21,Exeter,2016
1,Buellton,2010
5,Twentynine Palms,2018
3,ARNOLD,2016
400,San Bernardino,2017
5,COBB,2016
3,BETHEL ISLAND,2013
20,Greenfield,2014
1,Murrieta Hot Springs,2013
3,Mission Viejo,2005
1,blythe,2018
35,BLOOMINGTON,2014
43,San Francisco,2003
2,Rolling Hills,2017
6,Torrance,2006
2,Kentfield,2014
8,Williams,2014
1,Arcadia,2019
98,Beaumont,2012
7,Oakhurst,2011
1,Graton,2001
40,Spring Valley,2010
1,Elsinore,2006
2,Winton,2008
142,Murrieta,2019
12,Culver City,2007
4,Lucerne Valley,2011
108,CAMPBELL,2017
1,SIMI VALLEY,2006
76,CARMEL,2016
3,Kensington,2001
171,Shafter,2018
2,Tiburon,2015
1,Avery,2005
3,PERRIS,2012
9,Alpine,2004
1,GUINDA,2019
1,PALOMAR MTN,2009
1,RESCUE,2006
3,Millville,2012
34,SAN MARTIN,2015
105,Sunnyvale,2013
5,FLINTRIDGE,2016
10,Cupertino,2002
127,Castaic,2013
1,SAN FRANCISCO,2012
239,JAMUL,2015
1046,San Diego,2012
138,Perris,2017
6,IVANHOE,2019
39,Hacienda Heights,2017
1,Sheridan,2006
1,Hopland,2009
4,Inglewood,2009
50,LAS FLORES,2017
3,Santa Paula,2018
1,Pt. Reyes Station,2003
1,Mountain Center,2010
28,SUTTER,2014
55,ALBANY,2019
6,FARMERSVILLE,2011
18,Burlingame,2010
2,Los Olivos,2012
1,Shasta,2013
2,IRWINDALE,2018
1,Downieville,2007
1,Sutter,2015
1,Lagunitas,2011
1,LEGGETT,2017
1,Lemon Cove,2006
6,Artesia,2012
26,SEAL BEACH,2014
5,Redwood Valley,2013
8,Thousand Oaks,2003
1,Ross,2012
8,Angels Camp,2013
1,Alpine,2019
1,Leucadia,2009
1,Weldon,2002
19,Phelan,2016
2,Los Alamitos,2007
6,Sonora,2004
1,MORGAN HILL,2005
1,Hollister,2016
44,ROLLING HILLS ESTATES,2019
20,Romoland,2016
32,Rancho Mirage,2009
6,Cardiff by the Sea,2013
1,Applegate,2017
1,Bradley,2003
3,HIDDEN HILLS,2019
34,HILLSBOROUGH,2017
2,OAK RUN,2014
6,Willits,2006
335,DUBLIN,2017
7,BOLINAS,2018
31,Healdsburg,2011
1,DIAMOND BAR,2011
72,Berkeley,2005
98,CERRITOS,2018
3,Aromas,2014
4,New River,2008
1,Boonville,2006
36,PASADENA,2018
7,Pine Grove,2013
24,Ojai,2004
2,Glencoe,2005
1,DEATH VALLEY,2009
6,San Juan Capistrano,2004
1,Hacienda heights,2018
2,Wildomar,2006
5,San Carlos,2003
22,San Juan Capistrano,2009
3,MUIR BEACH,2017
12,GRIMES,2016
1,JOHANNESBURG,2018
364,WALNUT CREEK,2018
192,COTTONWOOD,2015
124,NATIONAL CITY,2017
1,Fort Bragg,2015
1,Tehachapi,2001
1,Sun City West,2004
2,Rohnert Park,2005
1,Caspar,2010
30,PLYMOUTH,2017
13,Hermosa Beach,2012
2,IRVINE,2011
3,Fortuna,2002
10,CAMPO,2014
17,Upland,2009
407,YORBA LINDA,2019
34,HURON,2015
2,OAKLAND,2005
1,CEDARPINES PARK,2019
38,Calimesa,2014
2,Palmdale,2005
15,Dana Point,2010
44,Castaic,2017
588,LAKE ELSINORE,2019
7,Rio Vista,2011
1,Clearlake Oaks,2003
14,Placerville,2014
1,San Francisco,2000
1,Redwood Estates,2004
3,Burson,2005
1,Forest Knolls,2014
10,Santa Margarita,2013
1,Norwalk,2002
1,CARPINTERIA,2013
57,ACAMPO,2014
1,Stewarts Point Rancheria,2010
1,MCFARLAND,2017
2,Pacheco,2011
72,PINOLE,2014
1,Salyer,2013
4,Paramount,2013
40,PORTOLA VALLEY,2015
4,Trinidad,2013
4,Topanga,2003
1,PALOMAR MTN,2019
7,CLARKSBURG,2017
27,Chino,2009
204,REDLANDS,2017
1,willows,2013
9,SANTA BARBARA,2007
3,Penngrove,2003
4,TRES PINOS,2015
2,SHAVER LAKE,2015
4,Marina,2009
12,MORONGO VALLEY,2017
9,WEST HOLLYWOOD,2016
5,COLMA,2018
1,DOUGLAS FLAT,2016
6,PACHECO,2017
35,Barstow,2016
2,Lake Arrowhead,2008
1,Wrightwood,2007
3,Whittier,2006
29,Altadena,2011
2,CRESSEY,2018
1,GLENDORA,2008
131,SAN MATEO,2014
5,Loma Linda,2008
275,OAKDALE,2016
1,Lake Arrowhead,2012
1,Cayucos,2005
1,Georgetown,2009
1,Moccasin,2010
171,Simi Valley,2011
1,Montrose,2011
10,Aliso Viejo,2010
1,Shell Beach,2010
2,AGUA DULCE,2018
4,MALIBU,2010
55,DISCOVERY BAY,2015
137,CARSON,2017
4,Laguna Hills,2007
180,OAKLAND,2013
1,SMARTSVILLE,2015
1,JOLON,2017
1,Manhatten Beach,2005
1,Cambria,2015
1,Prunedale,2010
6,NEWPORT COAST,2017
2,RIALTO,2011
29,Encinitas,2008
30,LOS ANGELES,2014
1,Wallace,2003
953,BRENTWOOD,2019
6,BASS LAKE,2019
1,VALLEY CENTER,2007
10,Willows,2011
39,La Habra,2019
1,SAN QUENTIN,2018
371,Riverside,2016
14,Belmont,2009
20,Napa,2004
3,Mira Loma,2006
2,Manchester,2012
2,LADERA RANCH,2008
8,MCFARLAND,2015
3,Garberville,2011
45,RAMONA,2012
6,Clearlake,2011
1,Pine Valley,2009
2,WILDOMAR,2008
94,PACIFICA,2016
60,Oakley,2012
1,Soledad,2000
3,Newberry Springs,2011
10,Carson,2018
10,Los Osos,2009
1,ALPAUGH,2013
1,Warner Springs,2010
3,NELSON,2013
6,Aromas,2013
3,Newport Coast,2016
2,Alhambra,2005
1,Brandeis,2009
26,CAPITOLA,2019
1,Fiddletown,2006
8,RANCHO CUCAMONGA,2012
51,CORONADO,2014
7,LA PUENTE,2012
71,West Sacramento,2012
19,Pinole,2013
2,Caspar,2011
18,SOMERSET,2017
38,SAN ANSELMO,2017
20,Red Bluff,2007
3,Stinson Beach,2013
178,SAN MATEO,2019
1,Imperial Beach,2003
19,Murrieta,2006
1,Goshen,2015
3,SANTA ANA,2006
1,Paramount,2018
2,SYLMAR,2016
1,Burnt Ranch,2011
3,Santa Margarita,2015
5,Valencia,2004
243,Chico,2013
1,Rail Road Flat,2004
111,TRABUCO CANYON,2015
4,GRAYSON,2017
205,ARCADIA,2015
2,Pioneer,2012
9,Villa Park,2009
77,PACIFICA,2017
4,Little Rock,2010
2,MARICOPA,2018
5,OJAI,2011
1,Montrose,2013
1,ORINDA,2002
6,Aromas,2007
106,Danville,2009
27,Newport Beach,2016
43,MILLBRAE,2015
22,SAN MIGUEL,2014
13,NEWPORT COAST,2019
10,Rocklin,2004
1,ARNOLD,2014
34,LINDEN,2017
10,Hemet,2008
2,Riverdale,2016
175,SEBASTOPOL,2016
6,Portola Valley,2005
1,Lakewood,2003
11,EL DORADO,2013
50,COOL,2018
546,HEMET,2015
4,YOUNTVILLE,2016
2,Corte Madera,2001
93,PACIFICA,2018
5,BURNEY,2019
8,West Hollywood,2013
9,OAKHURST,2013
10,LAKESIDE,2010
16,Santa Ynez,2013
18,Palmdale,2009
2,Orosi,2015
1,Fortuna,2016
3,Hidden Valley Lake,2014
39,Buellton,2017
9,BANNING,2019
6,FRENCH CAMP,2014
141,DIAMOND BAR,2018
25,KENTFIELD,2016
4,Union City,2014
7,Cotati,2008
148,WEST SACRAMENTO,2014
13,San Pablo,2013
2,Browns Valley,2005
45,San Leandro,2008
1,NEVADA CITY,2012
2,Huntington beach,2017
1,BELL CANYON,2009
1,Sanger,2001
6,Foothill Ranch,2017
1,Soledad,2008
5,Union City,2007
60,Manteca,2017
4,NEWBURY PARK,2012
1,American Canyon,2003
4,Stinson Beach,2006
3,Carpinteria,2006
9,BRADBURY,2015
2,Fillmore,2001
5,Yuma,2005
16,Woodlake,2019
2,PALM SPRINGS,2004
1,Drytown,2008
2,MADISON,2015
1,Rough And Ready,2008
14,Penryn,2010
3,Acton,2018
1,Mojave,2006
2,Dunnigan,2009
1,Union City,2004
20,Orleans,2011
5,Yucaipa,2006
3,SYLMAR,2019
1478,CLOVIS,2015
4,Glendora,2004
19,Poway,2006
1,CATHEDRAL CITY,2009
5,WINDSOR HILLS,2014
22,Pittsburg,2010
14,Escondido,2001
21,San Jose,2001
22,Tiburon,2007
1,Aliso Viejo,2018
1,Elk,2007
6,Montclair,2011
1,Davenport,2001
62,Redwood City,2009
3,ELMIRA,2019
1,TWENTYNINE PALMS,2010
6,Scottsdale,2004
1,Kerman,2002
2,Springville,2006
1,WESTLAKE VILLAGE,2002
4,Culver City,2006
67,GOLETA,2015
2,Stratford,2017
4,Orinda,2015
1,Port Hueneme,2014
85,Stockton,2011
80,DANA POINT,2015
2,Middletown,2003
10,Red Bluff,2008
1,Mammoth Lakes,2001
37,Arcadia,2017
1,Rancho Palos verdes,2016
1,Placerville,2019
6,Gilroy,2004
4,Somis,2011
12,GEORGETOWN,2016
8,Simi Valley,2006
150,Palm Springs,2017
99,Mission Viejo,2014
177,Stockton,2013
576,MERCED,2016
5,RAIL ROAD FLAT,2015
1,Parlier,2007
6,South San Francisco,2005
42,OAK PARK,2019
16,Carson,2015
2,Farmington,2007
31,Huntington Beach,2007
3,NEWHALL,2013
1,Five Points,2017
2,Kenwood,2005
53,Nipomo,2009
1,Julian,2016
6,POMONA,2012
2,BALDWIN PARK,2013
1,IDYLLWILD,2005
1,Coloma,2003
1,COHASSET,2018
6,Occidental,2004
3,LLANO,2015
3,ALBION,2017
1,NEWBURY PARK,2005
4,Mentone,2010
1,Graton,2015
2,Wofford Heights,2007
4,Alamo,2003
6,SNELLING,2018
1,Lake Sherwood,2010
7,Half Moon Bay,2007
58,Buena Park,2017
3,YORKVILLE,2014
5,SANTA MONICA,2013
1,SEAL BEACH,2001
8,Glendale,2006
4,Orange Cove,2016
24,Diamond Bar,2018
300,PLACENTIA,2015
25,Sanger,2018
4,Albany,2002
3,Lakewood,2015
597,PERRIS,2019
1,THREE RIVERS,2002
1,LOS OSOS,2006
12,SHANDON,2015
1,Walnut Grove,2007
1,Joshua Tree,2015
222,LA HABRA,2015
1,Ranchita,2013
2,San Miguel,2015
2,Gridley,2018
2,Redondo Beach,2002
1,Byron,2001
2,ALPINE,2010
2,Lakewood,2004
11,Pasadena,2010
1,Durham,2016
8,REDWOOD VALLEY,2014
1,LOMA RICA,2016
1,WILLOWS,2012
14,Pacifica,2007
88,Hacienda Heights,2013
306,PORTERVILLE,2016
1,SAN RAFAEL,2005
1,Westport,2005
55,Richmond,2009
835,FREMONT,2016
3,CRESTLINE,2014
1,Sylmar,2011
7,El Dorado,2008
9,SILVERADO,2019
13,CARPINTERIA,2014
3,Penryn,2015
2,YUCAIPA,2009
23,COLFAX,2014
8,UPPER LAKE,2018
2,Jamestown,2013
119,Orange,2011
49,Montebello,2017
4,La Mirada,2008
46,KELSEYVILLE,2015
26,CAMINO,2018
17,MALIBU,2014
1,Victorville,2001
1,ELK,2019
489,OCEANSIDE,2014
1,PINE MOUNTAIN CLUB,2018
130,TUSTIN,2017
67,Temple City,2015
34,Farmersville,2009
2,GREENBRAE,2015
59,Fountain Valley,2011
1,Potter Valley,2012
283,WINCHESTER,2018
45,GOLETA,2012
82,SAN DIEGO,2004
80,EL CERRITO,2019
277,DAVIS,2017
3,Santa Ana,2003
2,Clayton,2015
2,Farmersville,2010
1,BURREL,2015
1,CLOVIS,2005
59,Canyon Country,2016
1,Silver Lake,2012
5,COMMERCE,2015
2,lake elsinore,2017
2,MIRANDA,2018
8,Chino Hills,2007
8,DEL REY,2018
2,Warner Springs,2016
31,LUCERNE VALLEY,2018
5,Corte Madera,2004
115,LAFAYETTE,2017
7,BANGOR,2014
190,LIVE OAK,2019
20,PINE VALLEY,2019
3,CATHEYS VALLEY,2014
1,Rancho Dominguez,2008
1,Universal City,2007
234,MISSION VIEJO,2014
33,Red Bluff,2014
1,American Canyon,2005
32,Paso Robles,2008
2,San Andreas,2005
6,Rancho Mirage,2003
6,PRINCETON,2015
84,DOWNEY,2014
34,HELENDALE,2017
3,Harbor City,2012
20,Whittier,2010
45,MERCED,2013
2,Bradley,2008
21,ROSEVILLE,2014
375,LOS BANOS,2017
20,SOMIS,2019
273,GARDEN GROVE,2019
13,Riverside,2007
4,Sutter Creek,2012
616,SAN BERNARDINO,2018
8,Santee,2008
1,DOUGLAS FLAT,2019
9,MOKELUMNE HILL,2016
91,Carlsbad,2010
4,Union City,2006
1,Taylorsville,2011
1,Wofford Heights,2013
14,Acampo,2011
52,Glendora,2012
93,PACIFICA,2019
5,Newport Coast,2017
1,PLEASANT HILL,2012
7,Shingle Springs,2015
8,Kelseyville,2011
6,Inyokern,2012
1,Manton,2012
314,CHINO,2016
135,SONOMA,2015
3,PALM DESERT,2002
3,Yosemite Lakes,2013
8,MILLBRAE,2013
1,Acton,2002
1,Glencoe,2008
2,Smartville,2004
3,Jamestown,2012
5,Tehachapi,2015
1,Dulzura,2004
2,WHITETHORN,2015
8,Cave Creek,2007
86,SAN YSIDRO,2016
194,COTO DE CAZA,2015
1,Manhattan  Beach,2017
2,Tres Pinos,2012
1,Brownsville,2019
1,Crestline,2012
8,Menlo Park,2014
32,FOOTHILL RANCH,2016
65,Stevenson Ranch,2012
3,Tehachapi,2005
72,GILROY,2013
3,Chino Valley,2006
1,Huntingtn Bch,2013
3,El Macero,2004
1,MAMMOTH LAKES,2013
3,LA CANADA FLINTRIDGE,2018
2,Jamul,2016
1,Hermosa Beach,2006
2,Ceres,2016
44,Cerritos,2014
3,Walnut,2015
1,Magnolia,2010
30,Watsonville,2010
11,PLEASANT GROVE,2014
32,Atascadero,2009
52,Auburn,2007
2,SAND CITY,2019
3,Placentia,2015
28,Los Altos,2014
496,MURRIETA,2014
8,Hermosa Beach,2008
1,North San Juan,2008
287,WHITTIER,2019
9,El Sobrante,2011
1,DRYTOWN,2015
3,La Canada Flintridge,2007
3,LAYTONVILLE,2014
2,Moss Beach,2009
1,Cohasset,2007
4,AMADOR CITY,2015
38,Burlingame,2012
4,Rohnert Park,2004
5,Live Oak,2009
4,Larkspur,2015
2,Los Osos,2005
3,PAICINES,2015
5,WOODACRE,2017
8,MARICOPA,2016
1,Ballard,2005
8,MADISON,2018
1,BANNING,2010
5,Homeland,2008
2,Jackson,2006
3,Stanford,2011
3,Esparto,2007
1,REDLANDS,2006
13,South San Francisco,2011
2,Filmore,2004
104,MARINA,2016
54,CLEARLAKE,2018
2,Oak Park,2007
1,Orick,2003
2,Friant,2006
1,Tuolomne,2010
4,MOKELUMNE HILL,2013
2,Palos Verde Estates,2007
340,Fresno,2016
2,Brooks,2010
21,South Gate,2014
29,El Cajon,2008
81,Richmond,2019
1,Spring Valley,2001
33,CALISTOGA,2019
2,SAN DIEGO,1999
15,Hacienda Heights,2010
13,Palo Cedro,2013
2,Ducor,2016
18,Carmel,2012
1944,OCEANSIDE,2019
20,Martinez,2007
37,SAN LUIS OBISPO,2013
373,Menifee,2019
19,La Mirada,2014
13,Yucaipa,2008
2,Planada,2011
1,Nipomo,2002
4,Corte Madera,2014
34,PLYMOUTH,2018
28,Los Altos Hills,2007
11,Prather,2012
3,GRIZZLY FLATS,2017
2,CAMARILLO,2003
1,Guinda,2010
6,LAGUNA WOODS,2015
220,ATWATER,2019
9,La Canada,2006
14,Hesperia,2010
59,Sun City,2017
16,Hermosa Beach,2013
10,Vista,2001
49,Santa Monica,2012
1,SPRINGVILLE,2003
1,Landers,2014
11,RAYMOND,2019
85,Santa Clarita,2015
7,Shafter,2014
3,Creston,2005
13,Merced,2009
10,Plumas Lake,2014
1,Olema,2002
233,Palmdale,2016
7,Winters,2006
39,Cupertino,2007
3,LAGUNITAS,2016
39,LA PALMA,2018
163,RANCHO MIRAGE,2014
31,Phelan,2012
1,Grover Beach,2002
38,Yuba City,2007
263,OXNARD,2015
1,La Crescenta,2003
2,BUENA PARK,2006
32,PENNGROVE,2019
1,Montara,2007
17,JACKSON,2014
50,REDONDO BEACH,2017
71,San Diego,2019
19,OAK VIEW,2018
7,Seaside,2011
42,Torrance,2011
2,Coarsegold,2015
15,Redwood City,2005
46,Sanger,2012
3,Willits,2018
58,PARLIER,2015
1,CAPISTRANO BCH,2009
1,Sutter Creek,2001
65,ARBUCKLE,2017
3,SEAL BEACH,2010
57,Claremont,2011
2,Llano,2016
34,Lincoln,2006
1,Pacheco,2008
1,Garden Valley,2014
11,MONTARA,2017
1,DELEVAN,2016
1,WEST HOLLYWOOD,2013
1,Kneeland,2007
10,PORT HUENEME,2015
11,Exeter,2007
1,Arroyo Grande,2018
5,LAKEHEAD,2018
1,West Covina,2002
2,RAIL ROAD FLAT,2014
3,Manhattan Beach,2004
4,La Jolla,2002
18,Redondo Beach,2009
6,Chino Hills,2006
4,DEL MAR,2010
6,Strathmore,2017
2,HEALDSBURG,2005
22,Piedmont,2009
11,BELLA VISTA,2015
4,HOMELAND,2014
2,Los Banos,2007
3,Hidden Hills,2012
1,REDWAY,2014
1,Soda Springs,2004
3,MURRIETA,2007
14,Los Altos Hills,2014
4,Elverta,2011
5,Avalon,2008
45,DUARTE,2016
123,FULLERTON,2014
3,PORTERVILLE,2007
1,Aromas,2015
4,APPLE VALLEY,2005
28,CORTE MADERA,2019
6,San Pablo,2010
13,RAMONA,2010
4,Milpitas,2005
218,DINUBA,2016
198,SUISUN CITY,2016
12,PILOT HILL,2019
5,Lake Arrowhead,2013
2,Quartz Hill,2007
26,Moraga,2012
4,Capistrano Beach,2009
107,RANCHO LA COSTA,2015
5,Cameron Park,2004
3,ALVISO,2013
37,KING CITY,2017
14,EL GRANADA,2017
5,Redwood City,2001
10,VALENCIA,2013
11,Cupertino,2003
11,Garden Grove,2018
139,SHINGLE SPRINGS,2018
1,orange,2017
1,Artois,2015
13,LUCERNE VALLEY,2017
1,Etiwanda,2009
303,Santa Clarita,2014
95,SANTA MONICA,2019
8,San Ramon,2005
9,WHEATLAND,2013
1,OCCIDENTAL,2012
1,Pioneer,2004
11,Jamul,2004
42,Claremont,2010
1,Rail Road Flat,2009
2,Fullerton,2005
58,Santee,2014
8,WEIMAR,2016
5,Richvale,2010
535,LA MESA,2018
2,Stevinson,2011
19,Pleasanton,2015
32,Palm Springs,2006
2,ROWLAND HEIGHTS,2013
2,TRONA,2015
7,Springville,2011
3,Rosemead,2018
4,Coronado,2005
2,Cool,2007
12,Trabuco Canyon,2016
17,COLMA,2016
1,La Crescenta,2004
1,LOS ANGELES,2009
11,LOS ANGELES,2013
12,FRENCH CAMP,2019
3,Kerman,2008
2,Valley Springs,2015
5,Mendocino,2010
2,Los Alamitos,2018
1,SWALL MEADOWS,2015
70,Encinitas,2011
1,SIERRA MADRE,2013
1,Idyllwild,2016
1,Alpine,2001
1,Prunedale,2014
6,Aptos,2015
1,WATERFORD,2018
50,LINDEN,2019
2,Pioneer,2003
1,CANYON COUNTRY,2009
6,Inyokern,2010
72,Ridgecrest,2014
9,Phoenix,2005
1,CUYAMA,2016
3,Shingletown,2013
1,CABAZON,2011
1,Wofford Heights,2001
1,WEST HOLLYWOOD,2012
2,Seaside,2006
5,Ventura,2002
1,Fulton,2009
70,Paso Robles,2011
18,San Lorenzo,2009
34,Mill Valley,2009
8,San Martin,2010
8,LOST HILLS,2015
5,Calistoga,2010
1,PALA,2003
1,Cobb,2012
4,CUDAHY,2017
4,ISLETON,2014
64,HERCULES,2014
166,Poway,2012
2,Lodi,2017
24,Mission Viejo,2008
3,Nuevo,2008
5,Mountain Ranch,2013
6,Ben Lomond,2010
36,Santa Barbara,2008
10,Penn Valley,2008
3,San Juan Capistrano,2018
57,Chula Vista,2010
6,ESCONDIDO,2009
1,Wasco,2008
1,CALIFORNIA HOT SPRINGS,2013
2,RIVERSIDE,2003
19,TIBURON,2013
328,HOLLISTER,2017
1,Riverdale,2014
4,Monte Sereno,2007
9,Castro Valley,2014
28,HALF MOON BAY,2018
2,Chino Hills,2001
78,Pleasanton,2014
88,KERMAN,2017
1,HAWAIIAN GARDENS,2019
6,SANTA YSABEL,2015
2,Orange,2003
5,Quartz Hill,2017
4,View Park,2017
4,Los Angeles,2004
40,ARTESIA,2016
1,Bellflower,2004
1,Coarsegold,2002
1,Carson,2005
1,S Pasadena,2014
139,WASCO,2016
146,YUCCA VALLEY,2016
11,Carmel,2007
1,Ranchita,2001
3,VALENCIA,2012
1,Piru,2019
1,Avenal,2006
138,PLACENTIA,2017
13,Atascadero,2004
461,San Francisco,2010
67,LITTLEROCK,2015
9,Placentia,2009
21,Imperial Beach,2011
10,Pleasanton,2004
1,Ukiah,2018
6,MOORPARK,2013
1,Cobb,2007
30,ORANGE COVE,2018
121,Wildomar,2013
7,LA CANADA FLINTRIDGE,2013
9,SANTA MONICA,2011
1,Williams,2003
2,Pleasanton,2016
2,CALIFORNIA CITY,2013
14,MAXWELL,2017
196,VALENCIA,2016
3,Rolling Hills,2018
1,Cardiff,2014
711,EL DORADO HILLS,2016
104,Hemet,2011
2,COHASSET,2016
3,Lake Sherwood,2016
8,WINCHESTER,2012
4,La Jolla,2016
3,WHITMORE,2017
8,INDIAN WELLS,2010
41,ACTON,2016
26,SANTA FE SPRINGS,2015
1,BONNY DOON,2015
2,Cabazon,2011
48,HILLSBOROUGH,2018
1,COVINA,2002
3,Kerman,2017
1,Penngrove,2002
8,Corona del Mar,2010
29,Coarsegold,2013
1,Larkspur,2017
37,Rancho Santa Margarita,2014
1,REDCREST,2019
200,Rocklin,2017
2,huntington beach,2017
4,Santa Paula,2009
7,Gardena,2011
2,Oak Run,2006
8,MAXWELL,2019
1,Cobb,2005
19,ETIWANDA,2016
1,SANTA ANA,2005
106,LOS ALAMITOS,2015
49,Paso Robles,2009
239,DOWNEY,2016
1,Little River,2002
1,Redondo Beach,1999
3,GRATON,2018
31,BUELLTON,2016
401,PALM DESERT,2018
1,LAKE HUGHES,2015
2,29 Palms,2002
15,Lafayette,2004
1,Commerce,2014
17,Woodside,2010
2,Concord,2017
81,Lafayette,2013
1,Pearblossom,2016
12,South Pasadena,2014
1,SAN YSIDRO,2004
2,GOLD RUN,2019
2,AZUSA,2014
94,Soledad,2009
2,Shafter,2008
4,Manhattan Beach,2015
93,Arcadia,2012
3,Vallejo,2002
1,Malibu Lake,2007
16,Lakeport,2007
169,SUISUN CITY,2018
214,LOS ANGELES,2016
6,Santa Maria,2006
13,San Anselmo,2010
